제품명,가격,제조사,상세정보
Segotep GM1250W 80PLUS골드 풀모듈러 ATX3.1 블랙,"159,000",Segotep ( 제조사 웹사이트 바로가기 ),"{'제품 분류': 'ATX 파워', '정격출력': '1250W', '80PLUS인증': '80 PLUS 골드', '케이블연결': '풀모듈러', '+12V 출력방식': '+12V 싱글레일', 'PFC회로': '액티브PFC', 'PF(역률)': '98%', '쿨링팬 크기': '135mm 팬', '쿨링팬 개수': '1개(팬)', '베어링': 'FDB(유체)', '깊이': '160mm', 'A/S 보증기간': '무상 10년', 'DC 출력': '정보없음', '+3.3V 출력': '25A', '+5V 출력': '25A', '+12V 출력': '104.2A', '-12V 출력': '0.3A', '+5Vsb 출력': '3.0A', '': '', '[커넥터]': '정보없음', '메인전원': '24핀(20+4)', '보조전원': '(4+4)핀x2', 'PCIe 16핀(12+4)': '12V2x6 1개', 'PCIe 8핀(6+2)': '3개', 'SATA': '12개', 'IDE 4핀': '6개', '부가기능': '정보없음', '팬리스모드': '○', '프리볼트': '○', '플랫케이블': '○', '내부설계': '정보없음', '105도 콘덴서': '○', 'DC to DC 설계': '○', '보호회로': '정보없음', '과전압(OVP)': '○', '저전압(UVP)': '○', '과전류(OCP)': '○', '과전력(OPP)': '○', '과열(OTP/OHP)': '○', '단락(SCP)': '○', '서지+인러쉬(SIP)': '○', '과부하(OLP)': '○', 'KC인증': '정보없음'}"
시소닉 NEW FOCUS V4 GX-850 GOLD 풀모듈러 ATX3.1,"195,470",시소닉 ( 제조사 웹사이트 바로가기 ),"{'제품 분류': 'ATX 파워', '정격출력': '850W', '80PLUS인증': '80 PLUS 골드', '케이블연결': '풀모듈러', 'ETA인증': 'PLATINUM', 'LAMBDA인증': 'A-', '+12V 출력방식': '+12V 싱글레일', '+12V 가용률': '98%', 'PFC회로': '액티브PFC', 'PF(역률)': '99%', '쿨링팬 크기': '135mm 팬', '쿨링팬 개수': '1개(팬)', '베어링': 'FDB(유체)', '깊이': '140mm', 'A/S 보증기간': '무상 10년', '': '', 'DC 출력': '정보없음', '+3.3V 출력': '20A', '+5V 출력': '20A', '+12V 출력': '70A', '-12V 출력': '0.3A', '+5Vsb 출력': '3.0A', '[커넥터]': '정보없음', '메인전원': '24핀(20+4)', '보조전원': '(4+4)핀x2', 'PCIe 16핀(12+4)': '12V2x6 1개', 'PCIe 8핀(6+2)': '3개', 'SATA': '8개', 'IDE 4핀': '3개', '부가기능': '정보없음', '팬리스모드': '○', '자동 팬 조절': '○', '대기전력 1W 미만': '○', '내부설계': '정보없음', 'DC to DC 설계': '○', '보호회로': '정보없음', '과전압(OVP)': '○', '저전압(UVP)': '○', '과전류(OCP)': '○', '과전력(OPP)': '○', '과열(OTP/OHP)': '○', '단락(SCP)': '○', '서지+인러쉬(SIP)': '○', '무부하(NLP)': '○', 'KC인증': '정보없음'}"
마이크로닉스 Classic II 풀체인지 600W 80PLUS브론즈 ATX3.1,"60,470",마이크로닉스 ( 제조사 웹사이트 바로가기 ),"{'제품 분류': 'ATX 파워', '정격출력': '600W', '80PLUS인증': '80 PLUS 브론즈', 'ETA인증': 'BRONZE', 'LAMBDA인증': 'STANDARD+', '전압변동': '±0.3%', '+12V 출력방식': '+12V 싱글레일', '+12V 가용률': '100%', 'PFC회로': '액티브PFC', 'PF(역률)': '99%', '쿨링팬 크기': '120mm 팬', '쿨링팬 개수': '1개(팬)', '베어링': 'LLS(Sleeve)', '깊이': '140mm', 'A/S 보증기간': '무상 7년', '': '', 'DC 출력': '정보없음', '+3.3V 출력': '22A', '+5V 출력': '22A', '+12V 출력': '50A', '-12V 출력': '0.3A', '+5Vsb 출력': '3.0A', '[커넥터]': '정보없음', '메인전원': '24핀(20+4)', '보조전원': '8핀x1, 4핀x1', 'PCIe 8핀(6+2)': '2개', 'SATA': '6개', 'IDE 4핀': '4개', '부가기능': '정보없음', '팬리스모드': '○', '자동 팬 조절': '○', '대기전력 1W 미만': '○', '플랫케이블': '○', '내부설계': '정보없음', '105도 콘덴서': '○', 'DC to DC 설계': '○', '보호회로': '정보없음', '과전압(OVP)': '○', '저전압(UVP)': '○', '과전류(OCP)': '○', '과전력(OPP)': '○', '과열(OTP/OHP)': '○', '단락(SCP)': '○', '서지+인러쉬(SIP)': '○', '공회전(NLO)': '○', 'KC인증': '정보없음'}"
마이크로닉스 Classic II 풀체인지 500W 80PLUS브론즈 ATX3.1,"52,430",마이크로닉스 ( 제조사 웹사이트 바로가기 ),"{'제품 분류': 'ATX 파워', '정격출력': '500W', '80PLUS인증': '80 PLUS 브론즈', 'ETA인증': 'BRONZE', 'LAMBDA인증': 'STANDARD++', '전압변동': '±0.3%', '+12V 출력방식': '+12V 싱글레일', '+12V 가용률': '100%', 'PFC회로': '액티브PFC', 'PF(역률)': '99%', '쿨링팬 크기': '120mm 팬', '쿨링팬 개수': '1개(팬)', '베어링': 'LLS(Sleeve)', '깊이': '140mm', 'A/S 보증기간': '무상 7년', '': '', 'DC 출력': '정보없음', '+3.3V 출력': '20A', '+5V 출력': '20A', '+12V 출력': '41.6A', '-12V 출력': '0.3A', '+5Vsb 출력': '3.0A', '[커넥터]': '정보없음', '메인전원': '24핀(20+4)', '보조전원': '8핀x1, 4핀x1', 'PCIe 8핀(6+2)': '2개', 'SATA': '6개', 'IDE 4핀': '3개', '부가기능': '정보없음', '팬리스모드': '○', '자동 팬 조절': '○', '대기전력 1W 미만': '○', '플랫케이블': '○', '내부설계': '정보없음', '105도 콘덴서': '○', 'DC to DC 설계': '○', '보호회로': '정보없음', '과전압(OVP)': '○', '저전압(UVP)': '○', '과전류(OCP)': '○', '과전력(OPP)': '○', '과열(OTP/OHP)': '○', '단락(SCP)': '○', '서지+인러쉬(SIP)': '○', '공회전(NLO)': '○', 'KC인증': '정보없음'}"
마이크로닉스 Classic II 850W 80PLUS골드 풀모듈러 ATX3.1 화이트,"143,930",마이크로닉스 ( 제조사 웹사이트 바로가기 ),"{'제품 분류': 'ATX 파워', '정격출력': '850W', '80PLUS인증': '80 PLUS 골드', '케이블연결': '풀모듈러', '전압변동': '±0.5%', '+12V 출력방식': '+12V 싱글레일', 'PFC회로': '액티브PFC', 'PF(역률)': '99%', '쿨링팬 크기': '120mm 팬', '쿨링팬 개수': '1개(팬)', '베어링': 'FDB(유체)', '깊이': '140mm', 'A/S 보증기간': '무상 10년', '': '', 'DC 출력': '정보없음', '+3.3V 출력': '22A', '+5V 출력': '22A', '+12V 출력': '70.8A', '-12V 출력': '0.3A', '+5Vsb 출력': '3.0A', '[커넥터]': '정보없음', '메인전원': '24핀(20+4)', '보조전원': '8핀x1, (4+4)핀x1', 'PCIe 16핀(12+4)': '12V2x6 1개', 'PCIe 8핀(6+2)': '2개', 'SATA': '8개', 'IDE 4핀': '4개', 'FDD': '1개', '부가기능': '정보없음', '팬리스모드': '○', '자동 팬 조절': '○', '대기전력 1W 미만': '○', '플랫케이블': '○', '내부설계': '정보없음', '105도 콘덴서': '○', 'DC to DC 설계': '○', 'LLC공진형컨버터': '○', '보호회로': '정보없음', '과전압(OVP)': '○', '저전압(UVP)': '○', '과전류(OCP)': '○', '과전력(OPP)': '○', '과열(OTP/OHP)': '○', '단락(SCP)': '○', '서지+인러쉬(SIP)': '○', '공회전(NLO)': '○', 'KC인증': '정보없음'}"
SuperFlower SF-1200F14XP LEADEX VII PRO PLATINUM 블랙 ATX3.1,"280,310",SuperFlower ( 제조사 웹사이트 바로가기 ),"{'제품 분류': 'ATX 파워', '정격출력': '1200W', '80PLUS인증': '80 PLUS 플래티넘', '케이블연결': '풀모듈러', 'ETA인증': 'PLATINUM', 'LAMBDA인증': 'STANDARD+', '쿨링팬 크기': '140mm', '쿨링팬 개수': '1개(팬)', '베어링': 'FDB(유체)', '깊이': '150mm', 'A/S 보증기간': '무상 12년', '': '', '[커넥터]': '정보없음', '메인전원': '24핀(20+4)', '보조전원': '(4+4)핀x2', 'PCIe 16핀(12+4)': '12V2x6 2개', 'PCIe 8핀(6+2)': '4개', 'SATA': '12개', 'IDE 4핀': '4개', '부가기능': '정보없음', '팬리스모드': '○', '프리볼트': '○', '내부설계': '정보없음', 'DC to DC 설계': '○', 'LLC공진형컨버터': '○', '보호회로': '정보없음', '과전압(OVP)': '○', '저전압(UVP)': '○', '과전류(OCP)': '○', '과전력(OPP)': '○', '과열(OTP/OHP)': '○', '단락(SCP)': '○', '서지+인러쉬(SIP)': '○', '공회전(NLO)': '○', '[변경사항]': '[변경사항]', 'KC인증': '정보없음'}"
SuperFlower SF-1000F14GE LEADEX III GOLD UP ATX3.1,"165,770",SuperFlower ( 제조사 웹사이트 바로가기 ),"{'제품 분류': 'ATX 파워', '정격출력': '1000W', '80PLUS인증': '80 PLUS 골드', '케이블연결': '풀모듈러', '전압변동': '±0.5%', '+12V 출력방식': '+12V 싱글레일', '+12V 가용률': '99%', 'PFC회로': '액티브PFC', 'PF(역률)': '99%', '쿨링팬 크기': '140mm 팬', '쿨링팬 개수': '1개(팬)', '베어링': 'FDB(유체)', '깊이': '150mm', 'A/S 보증기간': '무상 10년', 'DC 출력': '정보없음', '+3.3V 출력': '20A', '+5V 출력': '20A', '+12V 출력': '83.3A', '-12V 출력': '0.5A', '+5Vsb 출력': '3.0A', '': '', '[커넥터]': '정보없음', '메인전원': '24핀(20+4)', '보조전원': '(4+4)핀x2', 'PCIe 16핀(12+4)': '12V2x6 1개', 'PCIe 8핀(6+2)': '4개', 'SATA': '8개', 'IDE 4핀': '4개', '부가기능': '정보없음', '팬리스모드': '○', '자동 팬 조절': '○', '프리볼트': '○', '플랫케이블': '○', '내부설계': '정보없음', '105도 콘덴서': '○', 'DC to DC 설계': '○', 'LLC공진형컨버터': '○', '보호회로': '정보없음', '과전압(OVP)': '○', '저전압(UVP)': '○', '과전류(OCP)': '○', '과전력(OPP)': '○', '과열(OTP/OHP)': '○', '단락(SCP)': '○', '서지+인러쉬(SIP)': '○', '공회전(NLO)': '○', 'KC인증': '정보없음'}"
맥스엘리트 STARS CYGNUS 850W 80PLUS골드 풀모듈러 ATX3.1,"115,000",맥스엘리트 ( 제조사 웹사이트 바로가기 ),"{'제품 분류': 'ATX 파워', '정격출력': '850W', '80PLUS인증': '80 PLUS 골드', '케이블연결': '풀모듈러', '+12V 출력방식': '+12V 싱글레일', '+12V 가용률': '99%', 'PFC회로': '액티브PFC', 'PF(역률)': '99%', '쿨링팬 크기': '140mm 팬', '쿨링팬 개수': '1개(팬)', '베어링': 'FDB(유체)', '깊이': '145mm', 'A/S 보증기간': '무상 10년', '': '', 'DC 출력': '정보없음', '+3.3V 출력': '20A', '+5V 출력': '20A', '+12V 출력': '70.8A', '-12V 출력': '0.3A', '+5Vsb 출력': '3.0A', '[커넥터]': '정보없음', '메인전원': '24핀(20+4)', '보조전원': '(4+4)핀x2', 'PCIe 16핀(12+4)': '12V2x6 1개', 'PCIe 8핀(6+2)': '3개', 'SATA': '7개', 'SATA3.3': '1개', 'IDE 4핀': '4개', '부가기능': '정보없음', '팬리스모드': '○', '자동 팬 조절': '○', '대기전력 1W 미만': '○', '프리볼트': '○', '내부설계': '정보없음', '105도 콘덴서': '○', 'DC to DC 설계': '○', 'LLC공진형컨버터': '○', '보호회로': '정보없음', '과전압(OVP)': '○', '저전압(UVP)': '○', '과전류(OCP)': '○', '과전력(OPP)': '○', '과열(OTP/OHP)': '○', '단락(SCP)': '○', '서지+인러쉬(SIP)': '○', '무부하(NLP)': '○', 'KC인증': '정보없음'}"
마이크로닉스 Classic II 750W 80PLUS골드 풀모듈러 ATX3.1,"119,000",마이크로닉스 ( 제조사 웹사이트 바로가기 ),"{'제품 분류': 'ATX 파워', '정격출력': '750W', '80PLUS인증': '80 PLUS 골드', '케이블연결': '풀모듈러', '전압변동': '±0.2%', '+12V 출력방식': '+12V 싱글레일', '+12V 가용률': '100%', 'PFC회로': '액티브PFC', 'PF(역률)': '99%', '쿨링팬 크기': '120mm 팬', '쿨링팬 개수': '1개(팬)', '베어링': 'FDB(유체)', '깊이': '140mm', 'A/S 보증기간': '무상 10년', 'DC 출력': '정보없음', '+3.3V 출력': '22A', '+5V 출력': '22A', '+12V 출력': '62.5A', '-12V 출력': '0.3A', '+5Vsb 출력': '3.0A', '': '', '[커넥터]': '정보없음', '메인전원': '24핀(20+4)', '보조전원': '8핀x1, (4+4)핀x1', 'PCIe 16핀(12+4)': '12V2x6 1개', 'PCIe 8핀(6+2)': '2개', 'SATA': '8개', 'IDE 4핀': '4개', 'FDD': '1개', '부가기능': '정보없음', '팬리스모드': '○', '자동 팬 조절': '○', '대기전력 1W 미만': '○', '플랫케이블': '○', '내부설계': '정보없음', '105도 콘덴서': '○', 'DC to DC 설계': '○', 'LLC공진형컨버터': '○', '보호회로': '정보없음', '과전압(OVP)': '○', '저전압(UVP)': '○', '과전류(OCP)': '○', '과전력(OPP)': '○', '과열(OTP/OHP)': '○', '단락(SCP)': '○', '서지+인러쉬(SIP)': '○', '공회전(NLO)': '○', 'KC인증': '정보없음'}"
SuperFlower SF-850F14XG LEADEX VII GOLD ATX3.1,"179,000",SuperFlower ( 제조사 웹사이트 바로가기 ),"{'제품 분류': 'ATX 파워', '정격출력': '850W', '80PLUS인증': '80 PLUS 골드', '케이블연결': '풀모듈러', 'ETA인증': 'PLATINUM', 'LAMBDA인증': 'A', '+12V 출력방식': '+12V 싱글레일', '+12V 가용률': '99%', 'PFC회로': '액티브PFC', 'PF(역률)': '99%', '쿨링팬 크기': '140mm', '쿨링팬 개수': '1개(팬)', '베어링': 'FDB(유체)', '깊이': '150mm', 'A/S 보증기간': '무상 10년', '': '', 'DC 출력': '정보없음', '+3.3V 출력': '20A', '+5V 출력': '20A', '+12V 출력': '70.8A', '-12V 출력': '0.5A', '+5Vsb 출력': '3.0A', '[커넥터]': '정보없음', '메인전원': '24핀(20+4)', '보조전원': '(4+4)핀x2', 'PCIe 16핀(12+4)': '12V2x6 1개', 'PCIe 8핀(6+2)': '3개', 'SATA': '12개', 'IDE 4핀': '4개', '부가기능': '정보없음', '팬리스모드': '○', '자동 팬 조절': '○', '프리볼트': '○', '플랫케이블': '○', '내부설계': '정보없음', '105도 콘덴서': '○', 'DC to DC 설계': '○', 'LLC공진형컨버터': '○', '보호회로': '정보없음', '과전압(OVP)': '○', '저전압(UVP)': '○', '과전류(OCP)': '○', '과전력(OPP)': '○', '과열(OTP/OHP)': '○', '단락(SCP)': '○', '서지+인러쉬(SIP)': '○', '공회전(NLO)': '○', '[변경사항]': '[변경사항]', 'KC인증': '정보없음'}"
잘만 EcoMax 500W,"33,610",잘만,"{'제품 분류': 'ATX 파워', '정격출력': '500W', '케이블연결': '케이블일체형', '+12V 출력방식': '+12V 다중레일', '+12V 가용률': '91%', '쿨링팬 크기': '120mm 팬', '쿨링팬 개수': '1개(팬)', '깊이': '140mm', 'A/S 보증기간': '무상 3년', '': '', 'DC 출력': '정보없음', '+3.3V 출력': '16A', '+5V 출력': '15A', '+12V 출력': '20A, 20A', '-12V 출력': '0.3A', '+5Vsb 출력': '2.0A', '[커넥터]': '정보없음', '메인전원': '24핀(20+4)', '보조전원': '(4+4)핀x1', 'PCIe 8핀(6+2)': '2개', 'SATA': '4개', 'IDE 4핀': '3개', '부가기능': '정보없음', '대기전력 1W 미만': '○', '내부설계': '정보없음', '85도 콘덴서': '○', '보호회로': '정보없음', '과전압(OVP)': '○', '저전압(UVP)': '○', '과전력(OPP)': '○', '단락(SCP)': '○', 'KC인증': '정보없음'}"
마이크로닉스 Classic II 풀체인지 800W 80PLUS브론즈 ATX3.1,"90,420",마이크로닉스 ( 제조사 웹사이트 바로가기 ),"{'제품 분류': 'ATX 파워', '정격출력': '800W', '80PLUS인증': '80 PLUS 브론즈', 'ETA인증': 'SILVER', 'LAMBDA인증': 'STANDARD+', '전압변동': '±0.6%', '+12V 출력방식': '+12V 싱글레일', '+12V 가용률': '100%', 'PFC회로': '액티브PFC', 'PF(역률)': '99%', '쿨링팬 크기': '120mm 팬', '쿨링팬 개수': '1개(팬)', '베어링': 'LLS(Sleeve)', '깊이': '140mm', 'A/S 보증기간': '무상 7년', '': '', 'DC 출력': '정보없음', '+3.3V 출력': '22A', '+5V 출력': '22A', '+12V 출력': '67A', '-12V 출력': '0.3A', '+5Vsb 출력': '3.0A', '[커넥터]': '정보없음', '메인전원': '24핀(20+4)', '보조전원': '8핀x1, (4+4)핀x1', 'PCIe 16핀(12+4)': '12V2x6 1개', 'PCIe 8핀(6+2)': '2개', 'SATA': '8개', 'IDE 4핀': '4개', '부가기능': '정보없음', '팬리스모드': '○', '자동 팬 조절': '○', '대기전력 1W 미만': '○', '플랫케이블': '○', '내부설계': '정보없음', '105도 콘덴서': '○', 'DC to DC 설계': '○', '보호회로': '정보없음', '과전압(OVP)': '○', '저전압(UVP)': '○', '과전류(OCP)': '○', '과전력(OPP)': '○', '과열(OTP/OHP)': '○', '단락(SCP)': '○', '서지+인러쉬(SIP)': '○', '공회전(NLO)': '○', 'KC인증': '정보없음'}"
맥스엘리트 STARS GEMINI 750W 80PLUS브론즈 ATX3.1,"59,000",맥스엘리트 ( 제조사 웹사이트 바로가기 ),"{'제품 분류': 'ATX 파워', '정격출력': '750W', '80PLUS인증': '80 PLUS 브론즈', '케이블연결': '케이블일체형', '+12V 출력방식': '+12V 싱글레일', '+12V 가용률': '100%', 'PFC회로': '액티브PFC', 'PF(역률)': '99%', '쿨링팬 크기': '140mm 팬', '쿨링팬 개수': '1개(팬)', '베어링': 'FDB(유체)', '깊이': '145mm', 'A/S 보증기간': '무상 7년', '': '', 'DC 출력': '정보없음', '+3.3V 출력': '15A', '+5V 출력': '15A', '+12V 출력': '62.5A', '-12V 출력': '0.3A', '+5Vsb 출력': '3.0A', '[커넥터]': '정보없음', '메인전원': '24핀(20+4)', '보조전원': '(4+4)핀x2', 'PCIe 16핀(12+4)': '12V2x6 1개', 'PCIe 8핀(6+2)': '2개', 'SATA': '4개', 'IDE 4핀': '2개', '부가기능': '정보없음', '자동 팬 조절': '○', '대기전력 1W 미만': '○', '플랫케이블': '○', '내부설계': '정보없음', '105도 콘덴서': '○', '보호회로': '정보없음', '과전압(OVP)': '○', '저전압(UVP)': '○', '과전력(OPP)': '○', '과열(OTP/OHP)': '○', '단락(SCP)': '○', '서지+인러쉬(SIP)': '○', '무부하(NLP)': '○', 'KC인증': '정보없음'}"
마이크로닉스 Classic II 풀체인지 650W 80PLUS스탠다드 ATX3.1,"61,720",마이크로닉스 ( 제조사 웹사이트 바로가기 ),"{'제품 분류': 'ATX 파워', '정격출력': '650W', '80PLUS인증': '80 PLUS 스탠다드', '전압변동': '±0.32%', '+12V 출력방식': '+12V 싱글레일', '+12V 가용률': '100%', 'PFC회로': '액티브PFC', 'PF(역률)': '99%', '쿨링팬 크기': '120mm 팬', '쿨링팬 개수': '1개(팬)', '베어링': 'HDB/HYB', '깊이': '140mm', 'A/S 보증기간': '무상 7년', '': '', 'DC 출력': '정보없음', '+3.3V 출력': '22A', '+5V 출력': '22A', '+12V 출력': '54.1A', '-12V 출력': '0.3A', '+5Vsb 출력': '3.0A', '[커넥터]': '정보없음', '메인전원': '24핀(20+4)', '보조전원': '(4+4)핀x1', 'PCIe 8핀(6+2)': '2개', 'SATA': '4개', 'IDE 4핀': '2개', '부가기능': '정보없음', '대기전력 1W 미만': '○', '플랫케이블': '○', '내부설계': '정보없음', '105도 콘덴서': '○', 'DC to DC 설계': '○', '보호회로': '정보없음', '과전압(OVP)': '○', '저전압(UVP)': '○', '과전류(OCP)': '○', '과전력(OPP)': '○', '과열(OTP/OHP)': '○', '단락(SCP)': '○', '서지+인러쉬(SIP)': '○', '공회전(NLO)': '○', 'KC인증': '정보없음'}"
SuperFlower SF-1200F14XP LEADEX VII PRO PLATINUM 화이트 ATX3.1,"287,730",SuperFlower ( 제조사 웹사이트 바로가기 ),"{'제품 분류': 'ATX 파워', '정격출력': '1200W', '80PLUS인증': '80 PLUS 플래티넘', '케이블연결': '풀모듈러', 'ETA인증': 'PLATINUM', 'LAMBDA인증': 'STANDARD+', '쿨링팬 크기': '140mm', '쿨링팬 개수': '1개(팬)', '베어링': 'FDB(유체)', '깊이': '150mm', 'A/S 보증기간': '무상 12년', '': '', '[커넥터]': '정보없음', '메인전원': '24핀(20+4)', '보조전원': '(4+4)핀x2', 'PCIe 16핀(12+4)': '12V2x6 2개', 'PCIe 8핀(6+2)': '4개', 'SATA': '12개', 'IDE 4핀': '4개', '부가기능': '정보없음', '팬리스모드': '○', '프리볼트': '○', '내부설계': '정보없음', 'DC to DC 설계': '○', 'LLC공진형컨버터': '○', '보호회로': '정보없음', '과전압(OVP)': '○', '저전압(UVP)': '○', '과전류(OCP)': '○', '과전력(OPP)': '○', '과열(OTP/OHP)': '○', '단락(SCP)': '○', '서지+인러쉬(SIP)': '○', '공회전(NLO)': '○', '[변경사항]': '[변경사항]', 'KC인증': '정보없음'}"
앱코 SETTLER 하이브리드 PCIE5.1 STH-1000B ETA SILVER 블랙,"81,000",앱코 ( 제조사 웹사이트 바로가기 ),"{'제품 분류': 'ATX 파워', '정격출력': '1000W', '케이블연결': '풀모듈러', 'ETA인증': 'SILVER', 'LAMBDA인증': 'STANDARD', '+12V 출력방식': '+12V 싱글레일', '+12V 가용률': '100%', 'PFC회로': '액티브PFC', 'PF(역률)': '99%', '깊이': '165mm', 'A/S 보증기간': '무상 7년', '': '', 'DC 출력': '정보없음', '+3.3V 출력': '17A', '+5V 출력': '17A', '+12V 출력': '83.4A', '-12V 출력': '0.3A', '+5Vsb 출력': '2.5A', '[커넥터]': '정보없음', '메인전원': '24핀(20+4)', '보조전원': '(4+4)핀x2', 'PCIe 16핀(12+4)': '12V2x6 1개', 'PCIe 8핀(6+2)': '3개', 'SATA': '6개', 'IDE 4핀': '3개', '부가기능': '정보없음', '대기전력 1W 미만': '○', '내부설계': '정보없음', '105도 콘덴서': '○', 'DC to DC 설계': '○', '보호회로': '정보없음', '과전압(OVP)': '○', '저전압(UVP)': '○', '과전류(OCP)': '○', '과전력(OPP)': '○', '단락(SCP)': '○', '서지+인러쉬(SIP)': '○', '무부하(NLP)': '○', 'KC인증': '정보없음'}"
시소닉 NEW FOCUS V4 GX-1000 GOLD 풀모듈러 ATX3.1,"240,940",시소닉 ( 제조사 웹사이트 바로가기 ),"{'제품 분류': 'ATX 파워', '정격출력': '1000W', '80PLUS인증': '80 PLUS 골드', '케이블연결': '풀모듈러', 'ETA인증': 'GOLD', 'LAMBDA인증': 'A-', '+12V 출력방식': '+12V 싱글레일', '+12V 가용률': '99%', 'PFC회로': '액티브PFC', 'PF(역률)': '99%', '쿨링팬 크기': '135mm 팬', '쿨링팬 개수': '1개(팬)', '베어링': 'FDB(유체)', '깊이': '140mm', 'A/S 보증기간': '무상 10년', '': '', 'DC 출력': '정보없음', '+3.3V 출력': '25A', '+5V 출력': '25A', '+12V 출력': '83A', '-12V 출력': '0.3A', '+5Vsb 출력': '3.0A', '[커넥터]': '정보없음', '메인전원': '24핀(20+4)', '보조전원': '(4+4)핀x2', 'PCIe 16핀(12+4)': '12V2x6 1개', 'PCIe 8핀(6+2)': '3개', 'SATA': '8개', 'IDE 4핀': '3개', '부가기능': '정보없음', '팬리스모드': '○', '자동 팬 조절': '○', '대기전력 1W 미만': '○', '내부설계': '정보없음', 'DC to DC 설계': '○', '보호회로': '정보없음', '과전압(OVP)': '○', '저전압(UVP)': '○', '과전류(OCP)': '○', '과전력(OPP)': '○', '과열(OTP/OHP)': '○', '단락(SCP)': '○', '서지+인러쉬(SIP)': '○', '무부하(NLP)': '○', 'KC인증': '정보없음'}"
FSP VITA GD 750W 80PLUS골드 ATX 3.1,"87,000",FSP ( 제조사 웹사이트 바로가기 ),"{'제품 분류': 'ATX 파워', '정격출력': '750W', '80PLUS인증': '80 PLUS 골드', '케이블연결': '케이블일체형', '+12V 출력방식': '+12V 싱글레일', '+12V 가용률': '100%', 'PFC회로': '액티브PFC', 'PF(역률)': '99%', '쿨링팬 크기': '120mm 팬', '쿨링팬 개수': '1개(팬)', '베어링': 'HDB/HYB', '깊이': '140mm', 'A/S 보증기간': '무상 5년', '': '', 'DC 출력': '정보없음', '+3.3V 출력': '20A', '+5V 출력': '20A', '+12V 출력': '62.5A', '-12V 출력': '0.3A', '+5Vsb 출력': '3.0A', '[커넥터]': '정보없음', '메인전원': '24핀', '보조전원': '8핀x1, (4+4)핀x1', 'PCIe 16핀(12+4)': '12V2x6 1개', 'PCIe 8핀(6+2)': '4개', 'SATA': '6개', 'IDE 4핀': '2개', '부가기능': '정보없음', '자동 팬 조절': '○', '대기전력 1W 미만': '○', '프리볼트': '○', '플랫케이블': '○', '내부설계': '정보없음', '105도 콘덴서': '○', 'DC to DC 설계': '○', '보호회로': '정보없음', '과전압(OVP)': '○', '저전압(UVP)': '○', '과전류(OCP)': '○', '과전력(OPP)': '○', '과열(OTP/OHP)': '○', '단락(SCP)': '○', 'KC인증': '정보없음'}"
마이크로닉스 WIZMAX G-1200W 80PLUS골드 ATX3.1,"243,270",마이크로닉스 ( 제조사 웹사이트 바로가기 ),"{'제품 분류': 'ATX 파워', '정격출력': '1200W', '80PLUS인증': '80 PLUS 골드', '케이블연결': '풀모듈러', 'ETA인증': 'PLATINUM', 'LAMBDA인증': 'A', '전압변동': '±0.7%', '+12V 출력방식': '+12V 싱글레일', '+12V 가용률': '100%', 'PFC회로': '액티브PFC', 'PF(역률)': '99%', '쿨링팬 크기': '140mm 팬', '쿨링팬 개수': '1개(팬)', '베어링': 'FDB(유체)', '깊이': '150mm', 'A/S 보증기간': '무상 10년', 'DC 출력': '정보없음', '+3.3V 출력': '25A', '+5V 출력': '25A', '+12V 출력': '100A', '-12V 출력': '0.8A', '+5Vsb 출력': '3.0A', '': '', '[커넥터]': '정보없음', '메인전원': '24핀(20+4)', '보조전원': '(4+4)핀x2', 'PCIe 16핀(12+4)': '12V2x6 2개', 'PCIe 8핀(6+2)': '3개', 'SATA': '8개', 'IDE 4핀': '4개', '부가기능': '정보없음', '팬리스모드': '○', '자동 팬 조절': '○', '대기전력 1W 미만': '○', '프리볼트': '○', '내부설계': '정보없음', '105도 콘덴서': '○', 'DC to DC 설계': '○', 'LLC공진형컨버터': '○', '보호회로': '정보없음', '과전압(OVP)': '○', '저전압(UVP)': '○', '과전류(OCP)': '○', '과전력(OPP)': '○', '과열(OTP/OHP)': '○', '단락(SCP)': '○', '서지+인러쉬(SIP)': '○', '공회전(NLO)': '○', 'KC인증': '정보없음'}"
잘만 MegaMax 600W 80PLUS스탠다드,"53,460",잘만 ( 제조사 웹사이트 바로가기 ),"{'제품 분류': 'ATX 파워', '정격출력': '600W', '80PLUS인증': '80 PLUS 스탠다드', '케이블연결': '케이블일체형', '+12V 출력방식': '+12V 싱글레일', '+12V 가용률': '90%', 'PFC회로': '액티브PFC', 'PF(역률)': '98%', '쿨링팬 크기': '120mm 팬', '쿨링팬 개수': '1개(팬)', '베어링': 'HDB/HYB', '깊이': '140mm', 'A/S 보증기간': '무상 6년', '': '', 'DC 출력': '정보없음', '+3.3V 출력': '22A', '+5V 출력': '21A', '+12V 출력': '45A', '-12V 출력': '0.5A', '+5Vsb 출력': '3.0A', '[커넥터]': '정보없음', '메인전원': '24핀(20+4)', '보조전원': '8핀x1, 4핀x1', 'PCIe 8핀(6+2)': '2개', 'SATA': '6개', 'IDE 4핀': '4개', 'FDD': '1개', '부가기능': '정보없음', '자동 팬 조절': '○', '대기전력 1W 미만': '○', '플랫케이블': '○', '내부설계': '정보없음', '105도 콘덴서': '○', '보호회로': '정보없음', '과전압(OVP)': '○', '저전압(UVP)': '○', '과전력(OPP)': '○', '단락(SCP)': '○', 'KC인증': '정보없음'}"
